taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2388718	Serranus subligarius (Cope, 1870)	2388718	Serranus subligarius (Cope, 1870)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Serranidae	8597	Serranus	9373339	Serranus subligarius	2388718	LC
2443173	Terrapene carolina (Linnaeus, 1758)	2443173	Terrapene carolina (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Emydidae	5465	Terrapene	9065560	Terrapene carolina	2443173	VU
6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	6065824	Chroicocephalus ridibundus (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chroicocephalus	4848452	Chroicocephalus ridibundus	6065824	NE
5203702	Fundulus seminolis Girard, 1859	5203702	Fundulus seminolis Girard, 1859	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Fundulidae	3695	Fundulus	2347676	Fundulus seminolis	5203702	LC
2434566	Urocyon cinereoargenteus (Schreber, 1775)	2434566	Urocyon cinereoargenteus (Schreber, 1775)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Urocyon	2434558	Urocyon cinereoargenteus	2434566	LC
2479977	Nymphicus hollandicus (Kerr, 1792)	2479977	Nymphicus hollandicus (Kerr, 1792)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Nymphicus	2479976	Nymphicus hollandicus	2479977	LC
2494653	Carduelis tristis (Linnaeus, 1758)	5231640	Spinus tristis (Linnaeus, 1758)	7	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Spinus	8051475	Spinus tristis	5231640	LC
5217052	Bufo terrestris (Bonnaterre, 1789)	2422916	Anaxyrus terrestris (Bonnaterre, 1789)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Anaxyrus	2422857	Anaxyrus terrestris	2422916	LC
6065838	Thalasseus acuflavidus (S.Cabot, 1847)	6065838	Thalasseus acuflavidus (S.Cabot, 1847)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Thalasseus	9109074	Thalasseus acuflavidus	6065838	NE
2350824	Porichthys plectrodon Jordan & Gilbert, 1882	2350824	Porichthys plectrodon Jordan & Gilbert, 1882	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Batrachoidiformes	1106	Batrachoididae	7187	Porichthys	2350811	Porichthys plectrodon	2350824	LC
2497921	Tyto alba (Scopoli, 1769)	2497921	Tyto alba (Scopoli, 1769)	53	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Tytonidae	5292	Tyto	2497905	Tyto alba	2497921	LC
9457155	Gallus gallus f. domesticus	9457155	Gallus gallus f. domesticus	10	FORM	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Gallus	2473720	Gallus gallus	9326020	
2481621	Stercorarius parasiticus (Linnaeus, 1758)	2481621	Stercorarius parasiticus (Linnaeus, 1758)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius parasiticus	2481621	LC
5221394	Hemidactylus Oken, 1817	5221394	Hemidactylus Oken, 1817	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Gekkonidae	5666	Hemidactylus	5221394			NE
5231677	Mimus polyglottos (Linnaeus, 1758)	5231677	Mimus polyglottos (Linnaeus, 1758)	27120	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Mimus	2494919	Mimus polyglottos	5231677	LC
9314061	Lepomis macrochirus purpurescens Cope, 1870	2394503	Lepomis macrochirus Rafinesque, 1819	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44			Perciformes	587	Centrarchidae	8513	Lepomis	2394482	Lepomis macrochirus	2394503	
2369471	Eucinostomus gula (Quoy & Gaimard, 1824)	2369471	Eucinostomus gula (Quoy & Gaimard, 1824)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Gerreidae	4273	Eucinostomus	2369470	Eucinostomus gula	2369471	LC
2383618	Lachnolaimus maximus (Walbaum, 1792)	2383618	Lachnolaimus maximus (Walbaum, 1792)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Labridae	8535	Lachnolaimus	2383617	Lachnolaimus maximus	2383618	VU
2441807	Gopherus Rafinesque, 1832	2441807	Gopherus Rafinesque, 1832	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Testudinidae	9618	Gopherus	2441807			NE
7191113	Anas platyrhynchos platyrhynchos	7191113	Anas platyrhynchos platyrhynchos	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas platyrhynchos	9761484	
2371363	Hemichromis letourneuxi Sauvage, 1880	2371363	Hemichromis letourneuxi Sauvage, 1880	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Hemichromis	2371361	Hemichromis letourneuxi	2371363	LC
2377096	Bathygobius soporator (Valenciennes, 1837)	2377096	Bathygobius soporator (Valenciennes, 1837)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Gobiidae	4274	Bathygobius	2377014	Bathygobius soporator	2377096	LC
2480320	Charadrius vociferus Linnaeus, 1758	2480320	Charadrius vociferus Linnaeus, 1758	5380	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius vociferus	2480320	LC
4287413	Anolis sagrei Duméril & Bibron, 1837	4287413	Anolis sagrei Duméril & Bibron, 1837	466	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Dactyloidae	8345926	Anolis	8782549	Anolis sagrei	4287413	LC
6173327	Pipilo erythrophthalmus alleni Coues, 1871	6173327	Pipilo erythrophthalmus alleni Coues, 1871	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Pipilo	2491204	Pipilo erythrophthalmus	2491205	
2480311	Charadrius alexandrinus Linnaeus, 1758	2480311	Charadrius alexandrinus Linnaeus, 1758	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius alexandrinus	2480311	LC
5959118	Bubo virginianus (J.F.Gmelin, 1788)	5959118	Bubo virginianus (J.F.Gmelin, 1788)	901	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Bubo	5959091	Bubo virginianus	5959118	LC
2435296	Trichechus manatus Linnaeus, 1758	2435296	Trichechus manatus Linnaeus, 1758	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Sirenia	802	Trichechidae	9463	Trichechus	2435291	Trichechus manatus	2435296	VU
2481139	Larus argentatus Pontoppidan, 1763	2481139	Larus argentatus Pontoppidan, 1763	1456	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus argentatus	2481139	LC
2481364	Phaethon lepturus Daudin, 1802	2481364	Phaethon lepturus Daudin, 1802	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Phaethontiformes	7190987	Phaethontidae	5267	Phaethon	2481360	Phaethon lepturus	2481364	LC
5712291	Strongylura notata (Poey, 1860)	5712291	Strongylura notata (Poey, 1860)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Beloniformes	498	Belonidae	7190	Strongylura	2369083	Strongylura notata	5712291	LC
9180697	Falco sparverius sparverius	9180697	Falco sparverius sparverius	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco sparverius	9685907	
2447367	Gekko gecko (Linnaeus, 1758)	2447367	Gekko gecko (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Gekkonidae	5666	Gekko	2447294	Gekko gecko	2447367	LC
2484254	Sturnella magna (Linnaeus, 1758)	2484254	Sturnella magna (Linnaeus, 1758)	119	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Sturnella	2484248	Sturnella magna	2484254	NT
5229247	Sterna forsteri Nuttall, 1834	5229247	Sterna forsteri Nuttall, 1834	622	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna forsteri	5229247	LC
2407829	Sphoeroides spengleri (Bloch, 1785)	2407829	Sphoeroides spengleri (Bloch, 1785)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Tetraodontiformes	772	Tetraodontidae	2219	Sphoeroides	2407828	Sphoeroides spengleri	2407829	LC
5203145	Elops saurus Linnaeus, 1766	5203145	Elops saurus Linnaeus, 1766	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Elopiformes	1162	Elopidae	3698	Elops	2346674	Elops saurus	5203145	LC
5203686	Fundulus grandis Baird & Girard, 1853	5203686	Fundulus grandis Baird & Girard, 1853	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Fundulidae	3695	Fundulus	2347676	Fundulus grandis	5203686	LC
6093374	Setophaga citrina (Boddaert, 1783)	6093374	Setophaga citrina (Boddaert, 1783)	190	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga citrina	6093374	LC
7190611	Masticophis flagellum flagellum	7190611	Masticophis flagellum flagellum	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Masticophis	2452132	Masticophis flagellum	8433585	
9195555	Kinosternon subrubrum Bonnaterre, 1789	9195555	Kinosternon subrubrum Bonnaterre, 1789	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Kinosternidae	5466	Kinosternon	2442349	Kinosternon subrubrum	9195555	LC
10708159	Cairina moschata var. domestica	10708159	Cairina moschata var. domestica	159	VARIETY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cairina	2498282	Cairina moschata	9751099	
2489985	Setophaga ruticilla (Linnaeus, 1758)	2489985	Setophaga ruticilla (Linnaeus, 1758)	1851	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga ruticilla	2489985	LC
3242735	Astur Lacepède, 1799	3242735	Astur Lacepède, 1799	13	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Astur	3242735			
5231640	Spinus tristis (Linnaeus, 1758)	5231640	Spinus tristis (Linnaeus, 1758)	1026	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Spinus	8051475	Spinus tristis	5231640	LC
2418036	Carcharhinus leucas (Müller & Henle, 1839)	2418036	Carcharhinus leucas (Müller & Henle, 1839)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Carcharhiniformes	887	Carcharhinidae	2211	Carcharhinus	2417963	Carcharhinus leucas	2418036	VU
2475472	Megaceryle alcyon (Linnaeus, 1758)	2475472	Megaceryle alcyon (Linnaeus, 1758)	7200	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Megaceryle	2475462	Megaceryle alcyon	2475472	LC
2480487	Circus cyaneus (Linnaeus, 1766)	2480487	Circus cyaneus (Linnaeus, 1766)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circus	2480481	Circus cyaneus	2480487	LC
2480985	Caracara cheriway (Jacquin, 1784)	8991514	Caracara plancus cheriway (Jacquin, 1784)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Caracara	2480984	Caracara plancus	2480989	LC
8542	Lutjanidae	8542	Lutjanidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Lutjanidae	8542					NE
2412232	Membras martinica (Valenciennes, 1835)	2412232	Membras martinica (Valenciennes, 1835)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Atheriniformes	496	Atherinopsidae	2957	Membras	2412231	Membras martinica	2412232	LC
2447558	Phelsuma grandis Gray, 1870	2447558	Phelsuma grandis Gray, 1870	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Gekkonidae	5666	Phelsuma	2447418	Phelsuma grandis	2447558	LC
7059983	Charadrius wilsonia wilsonia	7059983	Charadrius wilsonia wilsonia	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius wilsonia	2480302	
6178152	Thalasseus sandvicensis acuflavidus (S.Cabot, 1847)	6065839	Thalasseus acuflavidus acuflavidus	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Thalasseus	9109074	Thalasseus acuflavidus	6065838	
7060318	Bubo virginianus virginianus	7060318	Bubo virginianus virginianus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Bubo	5959091	Bubo virginianus	5959118	
2332958	Syngnathus louisianae Günther, 1870	2332958	Syngnathus louisianae Günther, 1870	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Syngnathiformes	773	Syngnathidae	5901	Syngnathus	2332887	Syngnathus louisianae	2332958	DD
2477828	Picoides borealis (Vieillot, 1809)	9046711	Leuconotopicus borealis (Vieillot, 1809)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Leuconotopicus	4845041	Leuconotopicus borealis	9046711	NT
2372367	Oreochromis aureus (Steindachner, 1864)	2372367	Oreochromis aureus (Steindachner, 1864)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Oreochromis	2372271	Oreochromis aureus	2372367	NE
2484609	Bombycilla cedrorum Vieillot, 1808	2484609	Bombycilla cedrorum Vieillot, 1808	1598	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Bombycillidae	5215	Bombycilla	2484604	Bombycilla cedrorum	2484609	LC
2490327	Passerina cyanea (Linnaeus, 1766)	2490327	Passerina cyanea (Linnaeus, 1766)	1103	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Passerina	2490326	Passerina cyanea	2490327	LC
2498393	Dendrocygna autumnalis (Linnaeus, 1758)	2498393	Dendrocygna autumnalis (Linnaeus, 1758)	2760	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Dendrocygna	2498392	Dendrocygna autumnalis	2498393	LC
2442665	Apalone ferox (Schneider, 1783)	2442665	Apalone ferox (Schneider, 1783)	121	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Trionychidae	5469	Apalone	2442664	Apalone ferox	2442665	LC
2498246	Melanitta perspicillata (Linnaeus, 1758)	2498246	Melanitta perspicillata (Linnaeus, 1758)	28	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta perspicillata	2498246	LC
8189568	Mugil cephalus Linnaeus, 1758	8189568	Mugil cephalus Linnaeus, 1758	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Mugiliformes	1067	Mugilidae	8473	Mugil	7822511	Mugil cephalus	8189568	LC
2449133	Chamaeleo calyptratus Duméril & Duméril, 1851	2449133	Chamaeleo calyptratus Duméril & Duméril, 1851	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Chamaeleonidae	9453	Chamaeleo	9183678	Chamaeleo calyptratus	2449133	LC
2490384	Cardinalis cardinalis (Linnaeus, 1758)	2490384	Cardinalis cardinalis (Linnaeus, 1758)	21816	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Cardinalis	3241527	Cardinalis cardinalis	2490384	LC
2417770	Narcine brasiliensis (Olfers, 1831)	2417770	Narcine brasiliensis (Olfers, 1831)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Torpediniformes	881	Narcinidae	2183	Narcine	8405394	Narcine brasiliensis	2417770	NT
2349567	Lucania parva (Baird & Girard, 1855)	2349567	Lucania parva (Baird & Girard, 1855)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Fundulidae	3695	Lucania	2348005	Lucania parva	2349567	LC
6178121	Nycticorax nycticorax hoactli (Gmelin, 1789)	6178121	Nycticorax nycticorax hoactli (Gmelin, 1789)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nycticorax	2480856	Nycticorax nycticorax	2480863	
6178433	Dendrocygna autumnalis fulgens Friedmann, 1947	6178433	Dendrocygna autumnalis fulgens Friedmann, 1947	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Dendrocygna	2498392	Dendrocygna autumnalis	2498393	
2467262	Anolis allisoni Barbour, 1928	2467262	Anolis allisoni Barbour, 1928	33	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Dactyloidae	8345926	Anolis	8782549	Anolis allisoni	2467262	LC
2479646	Amazona oratrix Ridgway, 1887	2479646	Amazona oratrix Ridgway, 1887	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Amazona	2479603	Amazona oratrix	2479646	EN
2481156	Larus glaucoides B.Meyer, 1822	2481156	Larus glaucoides B.Meyer, 1822	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus glaucoides	2481156	LC
5212294	Leiostomus xanthurus Lacepède, 1802	5212294	Leiostomus xanthurus Lacepède, 1802	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sciaenidae	5062	Leiostomus	2399431	Leiostomus xanthurus	5212294	LC
2405181	Echiophis intertinctus (Richardson, 1848)	2405181	Echiophis intertinctus (Richardson, 1848)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Anguilliformes	495	Ophichthidae	2955	Echiophis	2405174	Echiophis intertinctus	2405181	LC
2481875	Phalacrocorax auritus (Lesson, 1831)	2481875	Phalacrocorax auritus (Lesson, 1831)	45	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Phalacrocoracidae	5268	Phalacrocorax	2481854	Phalacrocorax auritus	2481875	LC
9036008	Antigone canadensis (Linnaeus, 1758)	2474953	Grus canadensis (Linnaeus, 1758)	253	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Gruidae	9313	Grus	2474940	Grus canadensis	2474953	LC
2385448	Chaetodon ocellatus Bloch, 1787	2385448	Chaetodon ocellatus Bloch, 1787	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Chaetodontidae	8517	Chaetodon	2369550	Chaetodon ocellatus	2385448	LC
2482400	Aphelocoma coerulescens (Bosc, 1795)	2482400	Aphelocoma coerulescens (Bosc, 1795)	135	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Aphelocoma	2482394	Aphelocoma coerulescens	2482400	VU
6093350	Setophaga cerulea (A.Wilson, 1810)	6093350	Setophaga cerulea (A.Wilson, 1810)	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga cerulea	6093350	NT
2489611	Oporornis agilis (A.Wilson, 1812)	2489611	Oporornis agilis (A.Wilson, 1812)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Oporornis	2489605	Oporornis agilis	2489611	LC
2498165	Chen caerulescens (Linnaeus, 1758)	2498167	Anser caerulescens (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser caerulescens	2498167	LC
7193912	Lynx rufus rufus	7193912	Lynx rufus rufus	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Lynx	2435239	Lynx rufus	2435246	
2498402	Dendrocygna bicolor (Vieillot, 1816)	2498402	Dendrocygna bicolor (Vieillot, 1816)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Dendrocygna	2498392	Dendrocygna bicolor	2498402	LC
4409023	Chaetura pelagica (Linnaeus, 1758)	4409023	Chaetura pelagica (Linnaeus, 1758)	1572	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Chaetura	2477150	Chaetura pelagica	4409023	VU
10193040	Thamnophis saurita sackenii (Kennicott, 1859)	10193040	Thamnophis saurita sackenii (Kennicott, 1859)	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Thamnophis	2457825	Thamnophis saurita	2457577	
2482507	Corvus brachyrhynchos C.L.Brehm, 1822	2482507	Corvus brachyrhynchos C.L.Brehm, 1822	5874	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus brachyrhynchos	2482507	LC
4262307	Odocoileus virginianus seminolus Goldman & Kellogg, 1940	4262307	Odocoileus virginianus seminolus Goldman & Kellogg, 1940	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus virginianus	2440965	
2411317	Gobiesox strumosus Cope, 1870	2411317	Gobiesox strumosus Cope, 1870	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Gobiesociformes	1163	Gobiesocidae	7668	Gobiesox	2411258	Gobiesox strumosus	2411317	LC
2459603	Ctenosaura similis (Gray, 1831)	2459603	Ctenosaura similis (Gray, 1831)	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Iguanidae	6935	Ctenosaura	2459728	Ctenosaura similis	2459603	LC
2481119	Chlidonias niger (Linnaeus, 1758)	2481119	Chlidonias niger (Linnaeus, 1758)	76	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chlidonias	2481118	Chlidonias niger	2481119	LC
2481759	Calidris alpina (Linnaeus, 1758)	2481759	Calidris alpina (Linnaeus, 1758)	137	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris alpina	2481759	LC
5229688	Tyrannus tyrannus (Linnaeus, 1758)	5229688	Tyrannus tyrannus (Linnaeus, 1758)	256	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus tyrannus	5229688	LC
5901	Syngnathidae	5901	Syngnathidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44			Syngnathiformes	773	Syngnathidae	5901					NE
6091664	Lanius ludovicianus miamensis Bishop, 1933	6091664	Lanius ludovicianus miamensis Bishop, 1933	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius ludovicianus	2492870	
2480852	Ixobrychus exilis (Gmelin, 1789)	2480852	Ixobrychus exilis (Gmelin, 1789)	261	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ixobrychus	2480843	Ixobrychus exilis	2480852	LC
2490941	Sialia sialis (Linnaeus, 1758)	2490941	Sialia sialis (Linnaeus, 1758)	3535	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Sialia	2490934	Sialia sialis	2490941	LC
2498112	Anas acuta Linnaeus, 1758	2498112	Anas acuta Linnaeus, 1758	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas acuta	2498112	LC
2438146	Sigmodon Say & Ord, 1825	2438146	Sigmodon Say & Ord, 1825	19	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Sigmodon	2438146			NE
2480964	Morus bassanus (Linnaeus, 1758)	2480964	Morus bassanus (Linnaeus, 1758)	158	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Sulidae	9351	Morus	2480962	Morus bassanus	2480964	LC
5228825	Dryocopus pileatus pileatus	5228825	Dryocopus pileatus pileatus	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryocopus	2477865	Dryocopus pileatus	5228824	
2498036	Anser anser (Linnaeus, 1758)	2498036	Anser anser (Linnaeus, 1758)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser anser	2498036	LC
5230862	Passerina caerulea (Linnaeus, 1758)	5230862	Passerina caerulea (Linnaeus, 1758)	92	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Passerina	2490326	Passerina caerulea	5230862	LC
8000602	Mareca penelope (Linnaeus, 1758)	8000602	Mareca penelope (Linnaeus, 1758)	34	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mareca	2498314	Mareca penelope	8000602	LC
2390711	Selene vomer (Linnaeus, 1758)	2390711	Selene vomer (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Carangidae	4253	Selene	2390697	Selene vomer	2390711	LC
2442828	Pseudemys peninsularis Carr, 1938	2442828	Pseudemys peninsularis Carr, 1938	28	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Emydidae	5465	Pseudemys	2443162	Pseudemys peninsularis	2442828	LC
10100265	BOLD:AAI0608	10100265	BOLD:AAI0608	2	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Typhlopidae	5021	Indotyphlops	9286939	Indotyphlops braminus	9357542	
2332084	Botrylloides niger Herdman, 1886	2332084	Botrylloides niger Herdman, 1886	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Ascidiacea	356	Stolidobranchia	9469348	Styelidae	2331886	Botrylloides	2332017	Botrylloides niger	2332084	NE
